unique_registros_ID,species,taxon_nombre,status_type,nombre_type,comentarios,sexo,localidad_codigo,elev_min_etiq,elev_max_etiq,elev_unidad,dia,mes,ano,colector,coleccion,fecha,digitador,duplicate,lat_dec,lon_dec,latlong_fuente
33529,cydno,cydno cydnides Heliconius,,,,macho,"Yotoco (just outside the reserve), COL VC",1640,1640,m,7,4,1998,,Jiggins,,NEIL ROSSER,,3.888888889,-76.43305556,CJ
34966,cydno,cydno cydnides Heliconius,,,,desconocido,5-76a N,,,m,,,,,KB 1979,,NEIL ROSSER,,5.25,-76.25,KB 1979
35443,cydno,cydno cydnides Heliconius,,,,desconocido,6-76b N,,,m,,,,,KB 1979,,NEIL ROSSER,,6.25,-75.75,KB 1979
35493,cydno,cydno cydnides Heliconius,,,,desconocido,5-76b N,,,m,,,,,KB 1979,,NEIL ROSSER,,5.25,-75.75,KB 1979
35514,cydno,cydno cydnides Heliconius,,,,desconocido,4-76b N,,,m,,,,,KB 1979,,NEIL ROSSER,,4.25,-75.75,KB 1979
35549,cydno,cydno cydnides Heliconius,,,,desconocido,3-77b N,,,m,,,,,KB 1979,,NEIL ROSSER,,3.25,-76.75,KB 1979
35571,cydno,cydno cydnides Heliconius,,,,desconocido,2-77b N,,,m,,,,,KB 1979,,NEIL ROSSER,,2.25,-76.75,KB 1979
35991,cydno,cydno cydnides Heliconius,,,,desconocido,4-76c N,,,m,,,,,KB 1979,,NEIL ROSSER,,3.75,-76.25,KB 1979
36367,cydno,cydno cydnides Heliconius,,,,desconocido,4-77d N,,,m,,,,,KB 1979,,NEIL ROSSER,,3.75,-76.75,KB 1979
50658,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,macho,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50659,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,macho,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50660,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,hembra,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50661,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,hembra,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50662,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,macho,Dagua Rio COL Vc,,,m,27,Jan,1974,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50663,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,hembra,Dagua Rio COL Vc,,,m,27,Jan,1974,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50664,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,macho,Dagua Rio COL Vc,,,m,13,May,1971,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50665,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,hembra,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50666,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,hembra,Dagua Rio COL Vc,,,m,4,Mar,1974,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50667,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,macho,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50668,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,macho,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50669,cydno,cydno cydnides Heliconius,,,weymeri x cydnides,macho,Dagua Rio COL Vc,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50670,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,15,Oct,1988,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50671,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50672,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Calima Rio COL VC,,,m,,,1983,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50673,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,900,1100,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50674,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50675,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Calima Rio COL VC,,,m,,,1983,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50676,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
