unique_registros_ID,species,taxon_nombre,status_type,nombre_type,comentarios,sexo,localidad_codigo,elev_min_etiq,elev_max_etiq,elev_unidad,dia,mes,ano,colector,coleccion,fecha,digitador,duplicate,lat_dec,lon_dec,latlong_fuente
18829,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,,3.907455556,-76.62491111,Geonames + Google Earth
18830,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,,3.55,-76.65,Brown
18831,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,,3.907455556,-76.62491111,Geonames + Google Earth
18832,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,,3.55,-76.65,Brown
18833,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,,Feb,1986,,FLMNH,,Samuel Landrian,,3.933333333,-76.51666667,Brown
18834,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,,3.907455556,-76.62491111,Geonames + Google Earth
18835,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,,3.907455556,-76.62491111,Geonames + Google Earth
18836,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,,3.893055556,-76.62166667,NIMA
18837,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,,3.893055556,-76.62166667,NIMA
18838,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,2531,Sep,1969,,FLMNH,,Samuel Landrian,,3.45,-76.51666667,Brown
18839,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,,3.907455556,-76.62491111,Geonames + Google Earth
18840,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,,3.893055556,-76.62166667,NIMA
18841,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,,3.55,-76.65,Brown
18842,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,,3.893055556,-76.62166667,NIMA
18843,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,,3.55,-76.65,Brown
18844,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,17,Jun,1988,,FLMNH,,Samuel Landrian,,3.933333333,-76.51666667,Brown
18845,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,,,1983,,FLMNH,,Samuel Landrian,,3.933333333,-76.51666667,Brown
18846,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1988,,FLMNH,,Samuel Landrian,,3.893055556,-76.62166667,NIMA
18847,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1988,,FLMNH,,Samuel Landrian,,3.893055556,-76.62166667,NIMA
18848,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,,3.55,-76.65,Brown
18849,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,,3.893055556,-76.62166667,NIMA
18851,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,24,May,1974,,FLMNH,,Samuel Landrian,,3.45,-76.51666667,Brown
18852,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,,3.907455556,-76.62491111,Geonames + Google Earth
18853,cydno,cydno zelinde Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,,3.55,-76.65,Brown
